"Private Bag 0024, Gaborone
Private Bag F193,
Private Bag 32Private Bag 47
Tel: 3671300 Fax: 3952201
Francistown
GhanziMaun
Toll Free: 0800 600 200
Tel: 241 5848  Fax: 241 7540
Tel: 371 5723 Fax: 659 7506Tel: 371 5716 Fax: 686 4327
E-mail: info@statsbots.org.bw Website: http://www.statsbots.org.bw",Statistics Report 2021,Trea Sbtlaeti s1ti.c1sb,"e  pLoertn 2g0t2h1  of Roads (km) Maintained by the
Central Government by Type  (km), 2012-2021",Unnamed: 0,Unnamed: 1,Unnamed: 2,Table 1.1c: Len,"th of Roads (Km) Maintained by Local Authorities by District and Type, 2021",Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Sand/,Interlocking,Vehicle Type,"Table 2.1: Motor Vehicle Accident Trend, 2012 - 2021",Unnamed: 7,Unnamed: 8,Unnamed: 9,Number,Severity of Crash,Table 2.4: Accident S,"verity by Type Road Surface, 2021",Table,".5: Road Traffic Violations by MontTho,t a2l021",Unnamed: 10,Casualty Status,00-05,16.7,14.3,69.0,100,Table 2.7a: Casual,"y Injury by Vehicle Type, 2021","1.1a:  Total Length of Roads in Botswana (km) , 2017 - 2021",Casualty Injury,Casualties,"2012 10,693","5,737","1,506","17,936","5,807","54,613","1,811",-,"62,231","16,500","60,350","3,317","80,167",International Traffic,Domestic Traffic,Passenger,Motor,Tankers/,Vehicles/,Body Type,Mini,2012,"17,527","6,035",404,"401,015  2,066",43.7,84.8,15.0,29.2,10.10,19.6,Time of Occurrence,Unnamed: 11,Male,Female,Table 12: Cause of Accident by,"asualty Class, 2021",Table 13:,"river Casualties by Age, 2021",Francistown,219,432,313,964,929,954,357,"2,240","1,148 1,386",670,"3,204",Maun,"2,145","1,444","3,589","1,578","42,542",-.1,-.2,"44,120","3,723","43,986",-.3,"47,709",2012 964,"3,959","3,940","7,899","19,913","19,369","39,282","47,181","34,010","34,425","68,435","81,631","79,743","161,374","21,827","1,856",189,"23,872","21,415","1,675","23,309","43,242","3,531",408,Unnamed: 12,Unnamed: 13,Unnamed: 14,Sched,Imports,Exports,Total,Passengers,2013,2014,2015,2016,2017,2018,2019,2020,2021,Francistown District:,Maun District:,Serowe District:,Gantsi District:
,,,,Total,,"5,219",,,5052,,,,,,,,,,,,,,,,,,,,,,,,,,,"413  913  3,893",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Percent of Collision Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Rear -End,83.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0 13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Side,81.4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6 12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Head On,62.9,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6 24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Hit Pedestrian,76.4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4 15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Wild Animal,77.4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2 19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Domestic Animal,74.2,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6 21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Obstacle,78.2,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2 15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Roll Over,62.7,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4 24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Other,78.8,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7 15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Total,74.6,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9 17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Percent of Casualty Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Rear -End,11.6,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3 7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Side,20.9,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6 14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Head On,7.9,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0 13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Hit Pedestrian,23.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7 19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Wild Animal,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Domestic Animal,4.1,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Obstacle,6.5,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8 5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Roll Over,15.0,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8 25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Other,10.3,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0 8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Total,100.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Age (Years),Fatal,Minor,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Percent of Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,01-05,5.3,2.8,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,06-10,3.4,5.6,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11-15,1.5,4.9,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16-20,3.9,6.0,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,21-25,9.2,13.8,,,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,26-30,16.2,16.7,,,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31-35,15.5,16.4,,,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,36-40,15.0,11.9,,,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,41-45,7.5,7.9,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,46-50,6.5,4.7,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,51-55,4.1,3.8,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,56-60,4.1,2.2,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,61-65,2.7,1.4,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,66-70,1.7,1.1,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,71-75,1.9,0.4,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,>75,1.5,0.6,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Total,100,100,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Non-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2013 10,799","6,690","1,335","18,824","6,036","59,698","1,805",-,"67,539","16,835","66,388","3,140","86,363",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sched2014 11,782","6,416","1,021","19,219","4,434","57,561","2,071",-,"64,066","16,216","63,977","3,092","83,285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015 12,237","5,976","1,054","19,267","4,277","48,839","2,089",-,"55,205","16,514","54,815","3,143","74,472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2016 12,628","5,783","1,062","19,473","4,555","51,316","1,735",-,"57,606","17,183","57,099","2,797","77,079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017 11,932","5,354","1,229","18,515","4,157","45,141","1,903",-,"51,201","16,089","50,495","3,132","69,716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Scenic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2018 11,986","5,641","1,136","18,763","4,229","56,255","2,446",-,"62,930","16,215","61,896","3,582","81,693",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2019 12,651","5,021","1,333","19,005","4,108","55,070","1,774","7,167","68,119","16,760","60,091","3,107","87,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2020 2,891","1,807",337,"5,035","1,684","12,354",638,"1,572","16,248","4,575","14,161",975,"21,283",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2021 5,027","3,323",466,"8,816","2,395","23,567",671,"1,429","28,062","7,422","26,822","1,137","36,878",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annual Percentage Change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012 (2.4),(24.0),3.2,(10.2),(1.6),(0.2),(18.2),-,(1.0),(2.1),(3.1),(9.7),(3.2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Sched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013 1.0,16.6,(11.4),5.0,3.9,9.3,(0.3),-,8.5,2.0,10.0,(5.3),7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014 9.1,(4.1),(23.5),2.1,(26.5),(3.6),14.7,-,(5.1),(3.7),(3.6),(1.5),(3.6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015 7.2,(9.9),4.0,1.3,2.7,(10.8),(16.2),-,(10.1),6.0,(10.8),(9.5),(7.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Non-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016 3.2,(3.2),0.8,1.1,6.5,5.1,(16.9),-,4.3,4.1,4.2,(11.0),3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sched2017 (5.1),(2.5),7.0,(3.6),(7.2),9.6,41.0,-,9.2,(5.6),8.4,28.1,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018 0.5,5.4,(7.6),1.3,1.7,24.6,28.5,-,22.9,0.8,22.6,14.4,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 5.5,(11.0),17.3,1.3,(2.9),(2.1),(27.5),-,8.2,3.4,(2.9),(13.3),6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 (77.1),(64.0),(74.7),(73.5),(59.0),(77.6),(64.0),(78.1),(76.1),(72.7),(76.4),(68.6),(75.6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Grand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 73.9,83.9,38.3,75.1,42.2,90.8,5.2,(9.1),72.7,62.2,89.4,16.6,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Total International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Year,Arrivals,Total,,,Arrivals,Total,& Domestic Traffic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Departures,Departures Scenic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Number of Passengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2012,"195,925","398,594",,,"182,625","361,881","760,475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"202,669","179,256 -",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2013,"199,999","406,438",,,"190,233","377,217","783,655",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"206,439","186,984 -",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2014,"203,707","413,425",,,"172,306","342,296","755,721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"209,718","169,990 -",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2015,"203,030","412,705",,,"154,524","308,201","720,906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"209,675","153,677 -",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016,"215,701","439,103",,,"164,095","325,043","764,146",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"223,402","160,948 -",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2017,"231,323","473,876",,,"168,043","333,083","806,959",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"242,553","165,040 -",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2018,"244,899","500,997",,,"180,831","358,950","859,947",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"256,098","178,119 -",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2019,"256,544","527,083",,,"185,430","385,694","912,777",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270,539","185,229  15,035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2020,"53,291","104,348",,,"53,711","109,333","213,681",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,057","52,688  2,934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
